vehicle_id,event,event_ts
04105a12-59b9-447b-865f-599f48eed1d7,ignitionOn,2023-01-06 18:57:56.002
04105a12-59b9-447b-865f-599f48eed1d7,ignitionOff,2023-01-06 19:00:28.013
04105a12-59b9-447b-865f-599f48eed1d7,ignitionOn,2023-01-13 17:25:45.002
04105a12-59b9-447b-865f-599f48eed1d7,ignitionOff,2023-01-13 17:27:47.078
19c4f06a-d5c7-4e51-ae2c-56c5367c0d50,ignitionOff,2021-12-19 13:01:53.009
19c4f06a-d5c7-4e51-ae2c-56c5367c0d50,ignitionOff,2021-12-20 00:03:46.004
19c4f06a-d5c7-4e51-ae2c-56c5367c0d50,ignitionOff,2021-12-20 23:15:08.022
19c4f06a-d5c7-4e51-ae2c-56c5367c0d50,ignitionOff,2021-12-22 04:22:04.009
19c4f06a-d5c7-4e51-ae2c-56c5367c0d50,ignitionOff,2021-12-22 23:05:47.008
19c4f06a-d5c7-4e51-ae2c-56c5367c0d50,ignitionOff,2021-12-24 05:48:41.048
19c4f06a-d5c7-4e51-ae2c-56c5367c0d50,ignitionOff,2021-12-26 00:08:17.030
19c4f06a-d5c7-4e51-ae2c-56c5367c0d50,ignitionOff,2021-12-26 08:31:03.007
19c4f06a-d5c7-4e51-ae2c-56c5367c0d50,ignitionOff,2021-12-27 00:27:20.010
19c4f06a-d5c7-4e51-ae2c-56c5367c0d50,ignitionOff,2021-12-30 23:13:07.024
19c4f06a-d5c7-4e51-ae2c-56c5367c0d50,ignitionOff,2021-12-31 02:50:21.032
19c4f06a-d5c7-4e51-ae2c-56c5367c0d50,ignitionOff,2022-01-03 02:30:58.002
19c4f06a-d5c7-4e51-ae2c-56c5367c0d50,ignitionOff,2022-01-04 08:53:07.007
19c4f06a-d5c7-4e51-ae2c-56c5367c0d50,ignitionOff,2022-01-08 04:30:57.003
19c4f06a-d5c7-4e51-ae2c-56c5367c0d50,ignitionOff,2022-01-08 06:42:59.040
19c4f06a-d5c7-4e51-ae2c-56c5367c0d50,ignitionOff,2022-01-09 00:56:29.007
19c4f06a-d5c7-4e51-ae2c-56c5367c0d50,ignitionOff,2022-01-10 01:41:31.711
19c4f06a-d5c7-4e51-ae2c-56c5367c0d50,ignitionOff,2022-01-12 04:19:50.026
19c4f06a-d5c7-4e51-ae2c-56c5367c0d50,ignitionOff,2022-01-12 05:25:04.015
19c4f06a-d5c7-4e51-ae2c-56c5367c0d50,ignitionOff,2022-01-13 05:55:55.006
19c4f06a-d5c7-4e51-ae2c-56c5367c0d50,ignitionOff,2022-01-23 03:46:04.009
19c4f06a-d5c7-4e51-ae2c-56c5367c0d50,ignitionOff,2022-01-24 01:39:18.036
19c4f06a-d5c7-4e51-ae2c-56c5367c0d50,ignitionOff,2022-01-28 00:33:57.025
19c4f06a-d5c7-4e51-ae2c-56c5367c0d50,ignitionOff,2022-01-28 22:40:11.008
19c4f06a-d5c7-4e51-ae2c-56c5367c0d50,ignitionOff,2022-01-29 02:01:07.037
19c4f06a-d5c7-4e51-ae2c-56c5367c0d50,ignitionOff,2022-01-29 07:01:13.100
19c4f06a-d5c7-4e51-ae2c-56c5367c0d50,ignitionOff,2022-01-30 01:16:08.025
19c4f06a-d5c7-4e51-ae2c-56c5367c0d50,ignitionOff,2022-01-31 01:14:07.038
3bb48ce7-bb7e-4b4f-b902-b0561e1cd2e0,ignitionOn,2023-01-30 21:24:49.002
3bb48ce7-bb7e-4b4f-b902-b0561e1cd2e0,ignitionOff,2023-01-30 21:24:56.007
3bb48ce7-bb7e-4b4f-b902-b0561e1cd2e0,ignitionOn,2023-01-30 21:27:01.002
3bb48ce7-bb7e-4b4f-b902-b0561e1cd2e0,ignitionOff,2023-01-30 21:27:37.021
